url,host_kind,status,error
https://hai.stanford.edu/summary-ai-provisions-national-defense-authorization-act-2022   https://www.congress.gov/committee-print/117th-congress/house-committee-print/46591   https://www.congress.gov/bill/117th-congress/house-bill/4350,original,,InvalidURL: URL can't contain control characters. '/summary-ai-provisions-national-defense-authorization-act-2022   https://www.congress.gov/committee-print/117th-congress/house-committee-print/46591   https://www.congress.gov/bill/117th-congress/house-bill/4350' (found at least ' ')
https://ia-latam.com/wp-content/uploads/2020/09/Plan-Nacional-de-Inteligencia-Artificial.pdf,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://hpc.kifu.hu/en/komondor,original,404,HTTPError 404
https://icaire.sa/en/Pages/About.aspx,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://iaccmonitor.org/commitments/access-to-information-and-open-data/,original,,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)>
https://ico.org.uk/media/about-the-ico/consultations/4021868/draft-monitoring-at-work-20221011.pdf,original,404,HTTPError 404
https://govai.gov.au,original,,timeout: The read operation timed out
https://ico.org.uk/media/for-organisations/documents/4019035/sandbox-beta-review.pdf,original,404,HTTPError 404
https://ico.org.uk/media/for-organisations/guide-to-data-protection/key-dp-themes/guidance-on-ai-and-data-protection-2-0.pdf,original,404,HTTPError 404
https://ict.go.ke/wp-content/uploads/2020/08/10TH-JULY-FINAL-COPY-DIGITAL-ECONOMY-STRATEGY-DRAFT-ONE.pdf,original,404,HTTPError 404
https://home.inai.org.mx//wp-content/documentos/DocumentosSectorPublico/RecomendacionesPDP-IA.pdf,original,,URLError: <urlopen error timed out>
https://home.inai.org.mx//wp-content/documentos/DocumentosSectorPublico/guia_eipdp.pdf,original,,URLError: <urlopen error timed out>
https://home.inai.org.mx/wp-content/documentos/DocumentosSectorPrivado/guiaeip.pdf,original,,URLError: <urlopen error timed out>
https://industry.gov.au/data-and-publications/australias-tech-future/government-initiatives ;,original,,InvalidURL: URL can't contain control characters. '/data-and-publications/australias-tech-future/government-initiatives ;' (found at least ' ')
"https://identita.gov.mt/expatriates-unit-key-employee-initiative-who-is-eligible/#:~:text=Non%2DEU%20Nationals%20%2F%20Key%20Employee,experience%20applicable%20to%20the%20job.",original,404,HTTPError 404
https://innovationisrael.org.il/wp-content/uploads/2023/10/Government-Resoluion-No.-212.pdf                               https://www.gov.il/he/departments/policies/most_policy20210801,original,,InvalidURL: URL can't contain control characters. '/wp-content/uploads/2023/10/Government-Resoluion-No.-212.pdf                               https://www.gov.il/he/departments/policies/most_policy20210801' (found at least ' ')
https://innovationisrael.org.il/wp-content/uploads/2023/10/Governmnet-Resoluion-No.-173.pdf                           https://www.gov.il/he/departments/policies/dec173-2023,original,,InvalidURL: URL can't contain control characters. '/wp-content/uploads/2023/10/Governmnet-Resoluion-No.-173.pdf                           https://www.gov.il/he/departments/policies/dec173-2023' (found at least ' ')
https://innovationisrael.org.il/wp-content/uploads/2023/10/HPC-RFI-ENG-NOT-FORMAL.pdf                           https://english.news.cn/20230817/e43e8c760a244a22801c76ea717f5cc3/c.html                              https://www.hayadan.org.il/%D7%A8%D7%A9%D,original,,InvalidURL: URL can't contain control characters. '/wp-content/uploads/2023/10/HPC-RFI-ENG-NOT-FORMAL.pdf                           https://english.news.cn/20230817/e43e8c760a244a22801c76ea717f5cc3/c.html                              https://www.hayadan.org.il/%D7%A8%D7%A9%D' (found at least ' ')
https://innovationisrael.org.il/wp-content/uploads/2023/10/Public-call-governmental-AI-projects.pdf                                 https://www.gov.il/he/departments/publications/Call_for_bids/rfp16082023,original,,InvalidURL: URL can't contain control characters. '/wp-content/uploads/2023/10/Public-call-governmental-AI-projects.pdf                                 https://www.gov.il/he/departments/publications/Call_for_bids/rfp16082023' (found at least ' ')
https://imr.ie/pages/factoryxchange/,original,404,HTTPError 404
https://ilga.gov/legislation/BillStatus.asp?GA=103&SessionID=112&DocTypeID=HB&DocNum=3563,original,,URLError: <urlopen error timed out>
https://inteligenciaartificial.gov.co/,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://inteligenciaartificial.gov.co/en/dashboard-IA/,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://inteligenciaartificial.gov.co/en/ethical-framework/,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://inteligenciaartificial.gov.co/en/mission/,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://inteligenciaartificial.gov.co/static/img/ETHICAL_FRAMEWORK_FOR_ARTIFICIAL_INTELLIGENCE.pdf,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://ilga.gov/legislation/fulltext.asp?DocName=&SessionId=114&GA=104&DocTypeId=HB&DocNum=3506&GAID=18&LegID=162191&SpecSess=&Session=,original,,URLError: <urlopen error timed out>
https://ilga.gov/legislation/fulltext.asp?DocName=10400SB2203lv&SessionID=114&GA=104&DocTypeID=SB&DocNum=2203&SpecSess=&Session=&print=true,original,,URLError: <urlopen error timed out>
https://innoviris.brussels/research-platforms,original,404,HTTPError 404
https://insait.ai/grf/,original,404,HTTPError 404
https://insait.ai/bg/explorer/,original,404,HTTPError 404
https://industry.gov.au/data-and-publications/australias-tech-future/government-initiatives,original,,timeout: The read operation timed out
https://kohesio.eu/en/projects/Q3056633,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://kpc4ir.kaist.ac.kr/index.php?document_srl=3402&mid=KPC4IR_Reports,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://kpc4ir.kaist.ac.kr/index.php?document_srl=3402&mid=KPC4IR_Reports[자료제목],original,,UnicodeEncodeError: 'ascii' codec can't encode characters in position 52-55: ordinal not in range(128)
https://itec.kuleuven-kulak.be/application-domains/smart-education-2-2/,original,,HTTPException: got more than 100 headers
https://kiac.iisc.ac.in/about/the-centre/,original,404,HTTPError 404
https://ki-zentren.net/,original,404,HTTPError 404
https://kursuok.lt/en/about,original,404,HTTPError 404
https://latvenergo.lv/en,original,451,HTTPError 451
https://istitlaa.ncc.gov.sa/en/transportation/ndmo/deepfakesguidelines/Documents/SDAIA_Deepfakes%20Guidelines.pdf,original,,URLError: <urlopen error [Errno 65] No route to host>
https://leam.ai/wp-content/uploads/2023/05/LEAM-Feasibility-STudy.pdf,original,404,HTTPError 404
https://kadp.kalro.org/home/datasets,original,,URLError: <urlopen error timed out>
https://legislatie.just.ro/Public/DetaliiDocumentAfis/285931,original,,RemoteDisconnected: Remote end closed connection without response
https://legislatie.just.ro/public/DetaliiDocument/256856,original,,RemoteDisconnected: Remote end closed connection without response
https://legislatie.just.ro/Public/DetaliiDocument/253296,original,,RemoteDisconnected: Remote end closed connection without response
https://legislatie.just.ro/public/DetaliiDocument/261282,original,,RemoteDisconnected: Remote end closed connection without response
https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB487,original,,URLError: <urlopen error timed out>
https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB731,original,,URLError: <urlopen error timed out>
https://legislation.nysenate.gov/pdf/bills/2023/A3593,original,,URLError: <urlopen error _ssl.c:1112: The handshake operation timed out>
https://legislation.nysenate.gov/pdf/bills/2023/A216A,original,,URLError: <urlopen error _ssl.c:1112: The handshake operation timed out>
https://legislation.nysenate.gov/pdf/bills/2023/A7501,original,,URLError: <urlopen error _ssl.c:1112: The handshake operation timed out>
https://legislation.nysenate.gov/pdf/bills/2025/s3008c,original,,URLError: <urlopen error _ssl.c:1112: The handshake operation timed out>
https://legislature.idaho.gov/sessioninfo/2024/legislation/h0664/,original,,URLError: <urlopen error timed out>
https://legislature.idaho.gov/sessioninfo/2024/legislation/h0575/,original,,URLError: <urlopen error timed out>
https://main.icmr.nic.in/sites/default/files/guidelines/guidelines_GTP.pdf,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://legislature.vermont.gov/Documents/2020/Docs/ACTS/ACT061/ACT061%20As%20Enacted.pdf,original,,URLError: <urlopen error timed out>
https://legislature.vermont.gov/assets/Legislative-Reports/Agency-of-Digital-Services-Report-on-AI-Inventory.pdf,original,,URLError: <urlopen error timed out>
https://lis.virginia.gov/cgi-bin/legp604.exe?212+sum+HB2154,original,,URLError: <urlopen error timed out>
https://malegislature.gov/Bills/191/H5250.pdf,original,,URLError: <urlopen error timed out>
https://malegislature.gov/Bills/193/H1873,original,,URLError: <urlopen error timed out>
https://manchesterprize.org/,original,,URLError: <urlopen error [SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)>
https://malegislature.gov/Bills/193/H1974/BillHistory,original,,URLError: <urlopen error timed out>
https://malegislature.gov/Bills/193/H4885,original,,URLError: <urlopen error timed out>
https://malegislature.gov/Bills/193/H64,original,,URLError: <urlopen error timed out>
https://malegislature.gov/Bills/193/SD1827,original,,URLError: <urlopen error timed out>
https://media.defense.gov/2019/Feb/12/2002088963/-1/-1/1/SUMMARY-OF-DOD-AI-STRATEGY.PDF   https://www.af.mil/Portals/1/documents/5/USAF-AI-Annex-to-DoD-AI-Strategy.pdf,original,,InvalidURL: URL can't contain control characters. '/2019/Feb/12/2002088963/-1/-1/1/SUMMARY-OF-DOD-AI-STRATEGY.PDF   https://www.af.mil/Portals/1/documents/5/USAF-AI-Annex-to-DoD-AI-Strategy.pdf' (found at least ' ')
https://media.defense.gov/2019/Oct/31/2002204458/-1/-1/0/DIB_AI_PRINCIPLES_PRIMARY_DOCUMENT.PDF   https://www.defense.gov/Newsroom/Releases/Release/Article/2091996/dod-adopts-ethical-principles-for-artificial-intelligence/   https://innovation.defense.gov,original,,InvalidURL: URL can't contain control characters. '/2019/Oct/31/2002204458/-1/-1/0/DIB_AI_PRINCIPLES_PRIMARY_DOCUMENT.PDF   https://www.defense.gov/Newsroom/Releases/Release/Article/2091996/dod-adopts-ethical-principles-for-artificial-intelligence/   https://innovation.defense.gov' (found at least ' ')
https://malegislature.gov/Bills/194/HD396,original,,URLError: <urlopen error timed out>
https://metaxseoul.com/pages/principles,original,500,HTTPError 500
https://mcast.edu.mt/prospectus-2024-25/ri7-o06-21/,original,410,HTTPError 410
https://malegislature.gov/Bills/194/HD4053,original,,URLError: <urlopen error timed out>
https://meetiqm.com/press-releases/iqm-to-deliver-world-leading-300-qubit-quantum-computer-to-finland/,original,,URLError: <urlopen error [SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)>
https://navu.hu/en,original,404,HTTPError 404
https://nitda.gov.ng/ncair/   https://prnigeria.com/2020/11/13/nitda-artificial-intelligence-robotic/,original,,InvalidURL: URL can't contain control characters. '/ncair/   https://prnigeria.com/2020/11/13/nitda-artificial-intelligence-robotic/' (found at least ' ')
https://micrositios.inai.org.mx/eipdp/?page_id=70,original,,URLError: <urlopen error timed out>
https://nads.gov.ua/news/u-kyievi-vidbulasia-mizhnarodna-konferentsiia-pro-shtuchnyi-intelekt-v-publichnomu-upravlinni,original,,URLError: <urlopen error timed out>
https://nsf.gov/cise/ai.jsp   https://www.nsf.gov/pubs/2019/nsf19016/nsf19016.jsp   https://www.nsf.gov/funding/pgm_summ.jsp?pims_id=505651,original,,InvalidURL: URL can't contain control characters. '/cise/ai.jsp   https://www.nsf.gov/pubs/2019/nsf19016/nsf19016.jsp   https://www.nsf.gov/funding/pgm_summ.jsp?pims_id=505651' (found at least ' ')
https://ndlegis.gov/assembly/68-2023/regular/documents/23-0346-05000.pdf,original,,URLError: <urlopen error timed out>
https://obamawhitehouse.archives.gov/sites/default/files/whitehouse_files/microsites/ostp/NSTC/preparing_for_the_future_of_ai.pdf[자료제목],original,,UnicodeEncodeError: 'ascii' codec can't encode characters in position 98-101: ordinal not in range(128)
"https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55278#:~:text=LB1284%20%2D%20Provide%20for%20and%20change,expansion%20program%2C%20create%20and%20change",original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://njleg.state.nj.us/bill-search/2024/AR141/bill-text?f=AR&n=141_S1,original,,URLError: <urlopen error timed out>
https://oeffentlicherdienst.gv.at/verwaltungsinnovation/public-management-und-governance/digitale-verwaltung/seminare-zu-digitale-verwaltung-und-ethik/,original,404,HTTPError 404
https://openai.com/charter[자료제목],original,,UnicodeEncodeError: 'ascii' codec can't encode characters in position 13-16: ordinal not in range(128)
https://nugep.tjro.jus.br/,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://oportunitati-ue.gov.ro/en/,original,503,HTTPError 503
https://oportunitati-ue.gov.ro/en/autoritatea-pentru-digitalizarea-romaniei-anunta-aprobarea-oficiala-a-planului-national-de-actiune-privind-deceniul-digital-pentru-romania/,original,503,HTTPError 503
https://oportunitati-ue.gov.ro/en/pnrr-a-fost-actualizat-ghidul-digitalizarea-imm-urilor-grant-de-pana-la-100-000-euro-pe-intreprindere-care-sa-sprijine-imm-urile-in-adoptarea-tehnologiilor-digitale/,original,503,HTTPError 503
https://oportunitati-ue.gov.ro/en/program/planul-national-de-cercetare-dezvoltare-si-inovare-2022-2027-pncdi-iv/,original,503,HTTPError 503
https://pdp.nacs.gov.ua/courses/mozhlyvosti-vykorystannia-tsyfrovykh-tekhnolohii-ta-shtuchnoho-intelektu-v-diialnosti-publichnoho-sluzhbovtsia,original,,URLError: <urlopen error [Errno 61] Connection refused>
https://pdp.nacs.gov.ua/courses/osnovy-shtuchnoho-intelektu-dlia-publichnoho-sluzhbovtsia,original,,URLError: <urlopen error [Errno 61] Connection refused>
https://oportunitati-ue.gov.ro/en/program/programul-educatie-si-ocupare/,original,503,HTTPError 503
https://plataformaparticipacionciudadana.gub.uy/processes/consulta-publica-estrategia-ia       https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/politicas-y-gestion/proceso-revision-estrategia-inteligencia-artificial-elaboracion-estrategia,original,,InvalidURL: URL can't contain control characters. '/processes/consulta-publica-estrategia-ia       https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/politicas-y-gestion/proceso-revision-estrategia-inteligencia-artificial-elaboracion-estrategia' (found at least ' ')
https://olis.oregonlegislature.gov/liz/2024R1/Measures/Overview/HB4153,original,,URLError: <urlopen error timed out>
https://olis.oregonlegislature.gov/liz/2024R1/Measures/Overview/SB5701,original,,URLError: <urlopen error timed out>
https://olis.oregonlegislature.gov/liz/2024r1/Measures/Overview/SB1571,original,,URLError: <urlopen error timed out>
https://quantum.psnc.pl/en/euroqcs-poland/,original,,URLError: <urlopen error [SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)>
https://renovaite.eu/fr/accueil/,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://pkip.egov.bg/wps/portal/program-pkip/home,original,,URLError: <urlopen error timed out>
https://resources.nnlp-il.mafat.ai/                           https://www.timesofisrael.com/israel-allocates-nis-30m-to-fund-projects-for-ai-applications-in-hebrew-and-arabic/?utm_campaign=startup-daily-2023-09-20&utm_medium=email&utm_source=Startup+Daily,original,,InvalidURL: URL can't contain control characters. '/                           https://www.timesofisrael.com/israel-allocates-nis-30m-to-fund-projects-for-ai-applications-in-hebrew-and-arabic/?utm_campaign=startup-daily-2023-09-20&utm_medium=email&utm_source=Startup+Daily' (found at least ' ')
https://researchrepository.ucd.ie/communities/57970c0f-0258-4fa2-ae9f-b64bee77b47d,original,405,HTTPError 405
https://sdaia-kaust-ai.kaust.edu.sa/,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://sbb.gov.tr/wp-content/uploads/2020/03/On_BirinciPLan_ingilizce_SonBaski.pdf,original,404,HTTPError 404
https://sites.google.com/view/ethicsai/%ED%99%88?authuser=0[자료제목],original,,UnicodeEncodeError: 'ascii' codec can't encode characters in position 40-43: ordinal not in range(128)
https://smartcity.go.kr/en/2022/03/25/%EC%84%B8%EB%A5%B4%EB%B9%84%EC%95%84-%EC%A0%95%EB%B6%80-%EC%A0%84%EC%9E%90%EC%A0%95%EB%B3%B4-%EC%82%AC%EC%9,original,400,HTTPError 400
https://startinmalta.com/wp-content/uploads/2024/05/Malta-Startup-Residence-Programme-Eligbility-and-Requirements-V2-April-2024.pdf,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://statbel.fgov.be/en/open-data   https://data.gov.be/en,original,,InvalidURL: URL can't contain control characters. '/en/open-data   https://data.gov.be/en' (found at least ' ')
https://sid.si/en/financing/financing,original,404,HTTPError 404
https://secihti.mx/cooperacion-internacional/puerta-horizonte-europa/,original,404,HTTPError 404
https://team,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://sedeelectronica.sic.gov.co/sites/default/files/normativa/Circular%20Externa%20No.%20002%20del%2021%20de%20agosto%20de%202024.pdf,original,,URLError: <urlopen error timed out>
https://tech.humanrights.gov.au/sites/default/files/inline-files/TechRights2019_DiscussionPaper_Summary.pdf,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://team.luda.ai/ai-ethics,original,404,HTTPError 404
https://sedeelectronica.sic.gov.co/transparencia/normativa/circular-externa-no-002-de-2024-del-21-de-agosto-de-2024-lineamientos-sobre-el-tratamiento-de-datos-personales-en-sistemas-de,original,,URLError: <urlopen error timed out>
https://tampere.ai/ai-hub-tampere-en/,original,404,HTTPError 404
https://tampere.ai/tamperecitylab/,original,404,HTTPError 404
https://tech.ed.gov/education-leaders-ai-toolkit/,original,404,HTTPError 404
https://talentodigitalparachile.cl/vuelvereiniciateendigital/,original,404,HTTPError 404
https://tefhealth.eu/home,original,404,HTTPError 404
https://thedigital.gov.ua/storage/uploads/files/page/community/docs/%D0%A1%D0%BB%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA%20%D1%82%D0%B5%D1%80%D0%BC%D1%96%D0%BD%D1%96%D0%B2%20%D1%83%20%D1%81%D1%84%D0%B5%D1%80%D1%96%20%D0%A8%D0%86%20(1).pdf,original,404,HTTPError 404
https://trai.gov.in/sites/default/files/Recommendation_20072023_0.pdf,original,404,HTTPError 404
https://trumpwhitehouse.archives.gov/presidential-actions/executive-order-promoting-use-trustworthy-artificial-intelligence-federal-government/   https://www.federalregister.gov/documents/2020/12/08/2020-27065/promoting-the-use-of-trustworthy-artificial-i,original,,InvalidURL: URL can't contain control characters. '/presidential-actions/executive-order-promoting-use-trustworthy-artificial-intelligence-federal-government/   https://www.federalregister.gov/documents/2020/12/08/2020-27065/promoting-the-use-of-trustworthy-artificial-i' (found at least ' ')
https://tic.gov.pt/estrategias/estrategia-2021-2026,original,503,HTTPError 503
https://tic.gov.pt/documentos/guia-para-uma-inteligencia-artificial-etica-transparente-e-responsavel-na-administracao-publica,original,503,HTTPError 503
https://ufm.dk/en/publications/2023/strategy-for-quantum-technology-part-1-2013-world-class-research-and-innovation,original,404,HTTPError 404
https://usiai.iusstf.org/documents/280363/0/IUSSTF_USIAI_Initiative_Presentation_Final.pdf/57c2049e,original,404,HTTPError 404
https://vide-my.sharepoint.com/personal/arnissk_varam_gov_lv/Documents/Dokumenti/OECD%20aptaujai/NOAH_EU%20Coordinated%20Plan%20on%20AI%20%E2%80%93%20Draft%20country%20fiche/%0d%0d,original,400,HTTPError 400
"https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB2163&ga=113#:~:text=Sexual%20Offenses%20%2D%20As%20enacted%2C%20specifies,Title%2039%20and%20Title%2040.",original,,URLError: <urlopen error [Errno 61] Connection refused>
https://tvmnews.mt/en/news/over-100-robotic-surgeries-performed-at-mater-dei-last-year/,original,,URLError: <urlopen error timed out>
https://wien.arbeiterkammer.at/service/digifonds/gefoerderte-projekte/Xplain_AI.html,original,500,HTTPError 500
https://ww,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://www.4th-ir.go.kr/,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://vallalkozzdigitalisan.mkik.hu/index.html,original,,timeout: The read operation timed out
https://www.acus.gov/report/government-algorithm-artificial-intelligence-federal-administrative-agencies   https://www.acus.gov/sites/default/files/documents/Government%20by%20Algorithm.pdf,original,,InvalidURL: URL can't contain control characters. '/report/government-algorithm-artificial-intelligence-federal-administrative-agencies   https://www.acus.gov/sites/default/files/documents/Government%20by%20Algorithm.pdf' (found at least ' ')
https://www.add.gov.ma/programme-al-khawarizmi   https://www.cnrst.ma/fr/component/k2/item/446-programme-al-khawarizmi-resultats-de-l-appel-a-projets-dans-le-domaine-de-l-intelligence-artificielle-et-ses-applications   http://www.mcinet.gov.ma/sites/defau,original,,InvalidURL: URL can't contain control characters. '/programme-al-khawarizmi   https://www.cnrst.ma/fr/component/k2/item/446-programme-al-khawarizmi-resultats-de-l-appel-a-projets-dans-le-domaine-de-l-intelligence-artificielle-et-ses-applications   http://www.mcinet.gov.ma/sites/defau' (found at least ' ')
https://www.adr.gov.ro/wp-content/uploads/2024/10/Report-on-Digital-Decade-2024_Romania_Executive_Summary.pdf,original,404,HTTPError 404
https://webserver.rilegislature.gov/BillText/BillText23/SenateText23/S0117.pdf,original,,URLError: <urlopen error timed out>
https://www.3ahealth.com/veles-excellence-hub-will-drive-innovation-in-south-east-europes-smart-healthcare-sector/,original,404,HTTPError 404
https://webserver.rilegislature.gov/BillText22/SenateText22/S2083.htm,original,,URLError: <urlopen error timed out>
https://webserver.rilegislature.gov/BillText23/HouseText23/H6423A.htm,original,,URLError: <urlopen error timed out>
https://webserver.rilegislature.gov/Billtext/BillText22/HouseText22/H6654.htm,original,,URLError: <urlopen error timed out>
https://www.aepd.es/sites/default/files/2020-07/adecuacion-rgpd-ia-en.pdf,original,500,HTTPError 500
https://www.ai.gov/naiio/,original,404,HTTPError 404
https://www.ai.gov/nairrtf/#ABOUT_THE_TASK_FORCE   https://www.whitehouse.gov/ostp/news-updates/2021/12/15/readout-of-the-fourth-national-artificial-intelligence-research-resource-nairr-task-force-meeting/   https://www.whitehouse.gov/ostp/news-updates/20,original,404,HTTPError 404
https://www.aip.org.sg/caie-registry/,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://www.aitrustops.or.kr/web/main.do?lang=ko,original,,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
https://www.add.gov.ma/ecosysteme-dedie-a-lintelligence-artificielle-prioritaire,original,,URLError: <urlopen error timed out>
https://www.agriculture.gov.au/abares/research-topics/climate/drought/farmpredict,original,,timeout: The read operation timed out
https://www.ai.gov.au/staying-safe-and-responsible/essential-ai-practices/guidance-ai-adoption-implementation-guidance,original,,timeout: The read operation timed out
https://www.assembly.go.kr/assm/notification/news/news01/bodo/bodoView.do?bbs_id=ANCPUBINFO_05&bbs_num=49769&no=7236[자료제목],original,,UnicodeEncodeError: 'ascii' codec can't encode characters in position 95-98: ordinal not in range(128)
https://www.astc.org/issues-policy-and-advocacy/united-states-releases-new-federal-stem-education-strategic-plan/   https://ednote.ecs.org/new-federal-5-year-stem-strategic-plan-is-a-starting-point-for-state-action/,original,,InvalidURL: URL can't contain control characters. '/issues-policy-and-advocacy/united-states-releases-new-federal-stem-education-strategic-plan/   https://ednote.ecs.org/new-federal-5-year-stem-strategic-plan-is-a-starting-point-for-state-action/' (found at least ' ')
https://www.assembly.go.kr/assm/notification/news/news01/bodo/bodoView.do?bbs_id=ANCPUBINFO_05&bbs_num=49769&no=7236,original,404,HTTPError 404
https://www.ai4dproject.eu/pilots/,original,,URLError: <urlopen error timed out>
https://www.aris-rs.si/en/medn/gravity/razpisi/24/razpis-gravity-24-2.asp,original,404,HTTPError 404
https://www.baai.ac.cn/news/beijing-ai-principles-en.html[자료제목],original,,UnicodeEncodeError: 'ascii' codec can't encode characters in position 40-43: ordinal not in range(128)
https://www.benjamindada.com/nitda-national-artificial-intelligence-policy/   https://sciencenigeria.com/nitda-seeks-stakeholders-contribution-to-national-ai-policy/,original,,InvalidURL: URL can't contain control characters. '/nitda-national-artificial-intelligence-policy/   https://sciencenigeria.com/nitda-seeks-stakeholders-contribution-to-national-ai-policy/' (found at least ' ')
https://www.austriatech.at/assets/Uploads/Fokusseiten/Kontaktstelle-Automatisierte-Mobilitaet/Dokumente/acc272c043/EN_Codeofpractice.pdf,original,404,HTTPError 404
https://www.bildung.gv.at/course/view.php?id=20; https://dlpl.at/digicase-ki,original,,InvalidURL: URL can't contain control characters. '/course/view.php?id=20; https://dlpl.at/digicase-ki' (found at least ' ')
https://www.bakom.admin.ch/dam/bakom/en/dokumente/informationsgesellschaft/strategie/strategie_digitale_schweiz.pdf.download.pdf/Strategie-DS-2020-EN.pdf,original,502,HTTPError 502
https://www.austriatourism.com/innovation/ai-radar/,original,404,HTTPError 404
https://www.arkleg.state.ar.us/Bills/Detail?ddBienniumSession=2019%2F2019R&measureno=SB656,original,,URLError: <urlopen error timed out>
https://www.bmbf.de/bmbf/en/international-affairs/worldwide-networking/worldwide-networking_node.html,original,404,HTTPError 404
https://www.bmftr.bund.de/DE/Bildung/Schule/Digitalisierung/KompetenzzentrenFuerDigitalesUnterrichten/kompetenzzentrenfuerdigitalesunterrichten_node.html,original,404,HTTPError 404
https://www.bmvi.de/SharedDocs/EN/publications/report-ethics-commission.pdf?__blob=publicationFile[자료제목],original,,UnicodeEncodeError: 'ascii' codec can't encode characters in position 84-87: ordinal not in range(128)
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/moderne-verwaltung/ki/BMI25020-leitlinien-ki-bundesverwaltung.html,original,400,HTTPError 400
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/it-digitalpolitik/gutachten-datenethikkommission.pdf?__blob=publicationFile&v=6,original,400,HTTPError 400
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/it-digitalpolitik/BMI24014.pdf?__blob=publicationFile&v=3,original,400,HTTPError 400
https://www.bmv.de/SharedDocs/DE/Anlage/DG/testfeld-deutschland-frankreich-luxemburg-konzept-fuer-das-grenzueberschreitende-digitale-testfeld.pdf?__blob=publicationFile,original,404,HTTPError 404
https://www.bmv.de/SharedDocs/EN/Articles/DG/research-programme-on-automation-and-connectivity-in-road-transport.html,original,404,HTTPError 404
https://www.bmi.bund.de/SharedDocs/downloads/EN/themen/it-digital-policy/datenethikkommission-abschlussgutachten-lang.pdf?__blob=publicationFile&v=5,original,400,HTTPError 400
https://www.bmvi.de/EN/Topics/Digital-Matters/Automated-Connected-Driving/automated-and-connected-driving.html,original,,URLError: <urlopen error timed out>
https://www.bmvi.de/SharedDocs/EN/Documents/DG/eight-act-amending-the-road-traffic-act.pdf?__blob=publicationFile,original,,URLError: <urlopen error timed out>
https://www.bmvi.de/SharedDocs/EN/publications/report-ethics-commission.pdf?__blob=publicationFile,original,,URLError: <urlopen error timed out>
https://www.bmvi.de/SharedDocs/EN/publications/strategy-for-automated-and-connected-driving.pdf?__blob=publicationFile,original,,URLError: <urlopen error timed out>
https://www.businessfinland.fi/en/campaign-sites/digital-native-finland,original,404,HTTPError 404
https://www.businessfinland.fi/en/campaign-sites/generative-ai,original,404,HTTPError 404
https://www.business.gov.au/Grants-and-Programs/Space-Infrastructure-Fund-Robotics-Automation-Artificial-Intelligence-Command-and-Control-Centre,original,404,HTTPError 404
https://www.c-roads.eu/deployments/core-members/portugal/Partner/project/show/c-roads-cooperative-streets.html,original,404,HTTPError 404
https://www.canada.ca/en/canadian-heritage/news/2026/06/government-of-canada-introduces-legislation-to-make-social-media-services-and-ai-chatbots-safer-for-children.html,original,,timeout: The read operation timed out
