id,collection,title,date,page_url,source_urls,canonical_url,reason
oecd-navigator-961,oecd-navigator,Regulating Public Mas Media With Respect to AI Generated Content,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/regulating-public-mas-media-with-respect-to-ai-generated-content-3540,Draft for public consultation: Link: https://e-uprava.gov.si/si/drzava-in-druzba/e-demokracija/predlogi-predpisov/predlog-predpisa.html?id=16268,,no-original-landing
oecd-navigator-2519,oecd-navigator,Public Sector AI Community of Practice,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/public-sector-ai-community-of-practice,,,no-original-landing
oecd-navigator-1746,oecd-navigator,Projects from the National Institute of Geographic and Forestry Information (IGN),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/projects-from-the-national-institute-of-geographic-and-forestry-information-ign,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjPq5mWgtiOAxUxUaQEHSVuMlIQFnoECBEQAQ&url=https%3A%2F%2Fwww.ign.fr%2Finstitut%2Fidentity-card&usg=AOvVaw2yc7y77xhLxLszA3YBrc7i&opi=89978449,,no-original-landing
oecd-navigator-2490,oecd-navigator,PresidencIA: Generative AI Adoption Programme for the Spanish Prime Minister’s Office,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/presidencia-generative-ai-adoption-programme-for-the-spanish-prime-ministers-office,,,no-original-landing
oecd-navigator-97,oecd-navigator,Preparation of an AI Hub Austria in the area of research and innovation,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/preparation-of-an-ai-hub-austria-in-the-area-of-research-and-innovation-7516,,,no-original-landing
oecd-navigator-2484,oecd-navigator,PALOMA: Artificial Intelligence for Early Detection of Unwanted Loneliness in Older Adults (Subnational: Madrid),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/paloma-artificial-intelligence-for-early-detection-of-unwanted-loneliness-in-older-adults-subnational-madrid,,,no-original-landing
oecd-navigator-2517,oecd-navigator,OTT2 : Dynamic Data-Driven Personalisation of Employment Services and Counsellor Decision Support,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ott2-dynamic-data-driven-personalisation-of-employment-services-and-counsellor-decision-support,,,no-original-landing
oecd-navigator-121,oecd-navigator,National Policy on Artificial Intelligence (CONPES 4144),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-policy-on-artificial-intelligence-conpes-4144-3012,,,no-original-landing
oecd-navigator-2030,oecd-navigator,National Data Strategy,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-data-strategy-2,,,no-original-landing
oecd-navigator-1595,oecd-navigator,National Data Governance Reference Framework (NDGRF),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-data-governance-reference-framework-ndgrf,,,no-original-landing
oecd-navigator-2483,oecd-navigator,Messina Urban Digital Twin (GDU) – AI-enabled Urban Intelligence Platform (Subnational: Municipality of Messina),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/messina-urban-digital-twin-gdu-ai-enabled-urban-intelligence-platform-subnational-municipality-of-messina,,,no-original-landing
oecd-navigator-708,oecd-navigator,Location Recommendation Engine for New Investments Based on AI,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/location-recommendation-engine-for-new-investments-based-on-ai-6960,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27454,,no-original-landing
oecd-navigator-2260,oecd-navigator,Laboratory of Artificial Intelligence at the Superintendency of Economic Competition (SCE),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/laboratory-of-artificial-intelligence-at-the-superintendency-of-economic-competition-sce,,,no-original-landing
oecd-navigator-2240,oecd-navigator,"International Conference “The Use of Artificial Intelligence in Public Governance: Challenges, Opportunities, Prospects”",2025-01-01,"https://oecd.ai/en/dashboards/policy-initiatives/international-conference-the-use-of-artificial-intelligence-in-public-governance-challenges,-opportunities,-prospects",https://www.youtube.com/watch?v=YkKl-9G6pPQ,,no-original-landing
oecd-navigator-1681,oecd-navigator,Incubator of AI solutions for the public administration  ,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/incubator-of-ai-solutions-for-the-public-administration,,,no-original-landing
oecd-navigator-1444,oecd-navigator,INSAIT Research Programmes,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/insait-research-programmes,,,no-original-landing
oecd-navigator-2225,oecd-navigator,Guidelines on the Responsible Use of AI: for Developers,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/guidelines-on-the-responsible-use-of-ai-for-developers,,,no-original-landing
oecd-navigator-2221,oecd-navigator,Guidelines for the Responsible Use of Artificial Intelligence by Civil Servants,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/guidelines-for-the-responsible-use-of-artificial-intelligence-by-civil-servants,https://drive.google.com/file/d/13kz3uquRxwpp2H7ML4tkj6BVNnbR4t3p/view,,no-original-landing
oecd-navigator-2288,oecd-navigator,Guide for Auditing the Use of Artificial Intelligence Tools in the Superintendence of Economic Competition (SCE),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/guide-for-auditing-the-use-of-artificial-intelligence-tools-in-the-superintendence-of-economic-competition-sce-1,,,no-original-landing
oecd-navigator-2474,oecd-navigator,GovAI Chat,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/govai-chat,,,no-original-landing
oecd-navigator-2241,oecd-navigator,General Short-Term Professional Development Programme “The Potential of Digital Technologies and Artificial Intelligence in the Professional Activities of Public Servants”,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/general-short-term-professional-development-programme-the-potential-of-digital-technologies-and-artificial-intelligence-in-the-professional-activities-of-public-servants,,,no-original-landing
oecd-navigator-101,oecd-navigator,Further development of the AI infrastructure,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/further-development-of-the-ai-infrastructure-7127,,,no-original-landing
oecd-navigator-1545,oecd-navigator,Federal Data Strategy,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/federal-data-strategy,,,no-original-landing
oecd-navigator-2042,oecd-navigator,EuroQCS-Poland,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/euroqcs-poland,,,no-original-landing
oecd-navigator-173,oecd-navigator,Establishment of an AI Observatory for Labour Market Monitoring,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/establishment-of-an-ai-observatory-for-labour-market-monitoring-1535,,,no-original-landing
oecd-navigator-2584,oecd-navigator,Document Register Agent,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/document-register-agent,,,no-original-landing
oecd-navigator-1869,oecd-navigator,Digitalised Yellow Book,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/digitalised-yellow-book,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwinwYSqzdWOAxXKV6QEHVV6FjcQFnoECAkQAQ&url=https%3A%2F%2Fwww.livroamarelo.gov.pt%2Fen%2Fweb%2Fguest%2Fhomee&usg=AOvVaw297djAu2bhosfAn94-058w&opi=89978449,,no-original-landing
oecd-navigator-1678,oecd-navigator,Creation of a hybrid cloud to combine registers such as AJPES register,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/creation-of-a-hybrid-cloud-to-combine-registers-such-as-ajpes-register,,,no-original-landing
oecd-navigator-105,oecd-navigator,Collection of Knowledge and Development of a Guideline on Green AI,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/collection-of-knowledge-and-development-of-a-guideline-on-green-ai-7636,,,no-original-landing
oecd-navigator-2456,oecd-navigator,Automated Multi-agent Analysis of Occupational Licensing,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/automated-multi-agent-analysis-of-occupational-licensing,,,no-original-landing
oecd-navigator-1526,oecd-navigator,AI-specific programmes,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-specific-programmes,,,no-original-landing
oecd-navigator-2168,oecd-navigator,AI in tax administration,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-in-tax-administration,,,no-original-landing
oecd-navigator-2186,oecd-navigator,AI for justice,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-for-justice,,,no-original-landing
oecd-navigator-1639,oecd-navigator,AI for Policymaking  ,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-for-policymaking,,,no-original-landing
oecd-navigator-181,oecd-navigator,AI as Focus Area in the Performance Agreements With the Public Universities,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-as-focus-area-in-the-performance-agreements-with-the-public-universities-9947,"The detailed measures, that were agreed upon between the ministry and each university are found in the universities individual performance agreements (only available in germen). For example: performance agreement of the university of vienna",,no-original-landing
oecd-navigator-103,oecd-navigator,AI Monitor,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-monitor-2797,,,no-original-landing
oecd-navigator-1983,oecd-navigator,AI Map,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-map,,,no-original-landing
oecd-navigator-2253,oecd-navigator,AI Factory,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-factory,,,no-original-landing
oecd-navigator-2559,oecd-navigator,AI Chatbot for Statistical Analyses of Fiscal Data,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-chatbot-for-statistical-analyses-of-fiscal-data,,,no-original-landing
oecd-navigator-1622,oecd-navigator,AEXCIA Platform ,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/aexcia-platform,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiQ5bj4zNWOAxUnU6QEHYwZPLwQFnoECBsQAQ&url=https%3A%2F%2Fwww.anacom.pt%2Frender.jsp%3FcontentId%3D1798026&usg=AOvVaw23iIKZorTq0Ti-Y-dji73-&opi=89978449,,no-original-landing
oecd-navigator-1690,oecd-navigator,A project for digitally excluded people to improve their digital skills,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/a-project-for-digitally-excluded-people-to-improve-their-digital-skills,,,no-original-landing
oecd-navigator-1959,oecd-navigator,myEESZT ,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/myeeszt,,,no-original-landing
oecd-navigator-2011,oecd-navigator,fTEHDAS2 - Second Joint Action Towards the European Health Data Space,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ftehdas2-second-joint-action-towards-the-european-health-data-space,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjBr-Hz9c2OAxWLK_sDHcSZJ7gQFnoECBgQAQ&url=https%3A%2F%2Ftehdas.eu%2F&usg=AOvVaw0tyygB7eSRxRq-bsp5pJxI&opi=89978449,,no-original-landing
oecd-navigator-699,oecd-navigator,Work on Upcoming Swedish Digitalisation Strategy Incl. AI,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/work-on-upcoming-swedish-digitalisation-strategy-incl-ai-9184,,,no-original-landing
oecd-navigator-2218,oecd-navigator,White Paper on AI Regulation in Ukraine,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/white-paper-on-ai-regulation-in-ukraine,,,no-original-landing
oecd-navigator-1531,oecd-navigator,Using generative artificial intelligence for and in education,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/using-generative-artificial-intelligence-for-and-in-education,,,no-original-landing
oecd-navigator-2157,oecd-navigator,Use case pilots,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/use-case-pilots,,,no-original-landing
oecd-navigator-1605,oecd-navigator,Update to the general programme of computer science (classes 1-12),2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/update-to-the-general-programme-of-computer-science-classes-1-12,,,no-original-landing
oecd-navigator-1563,oecd-navigator,Training scholarships,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-scholarships,,,no-original-landing
oecd-navigator-2038,oecd-navigator,Training on AI for healthcare professionals ,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-on-ai-for-healthcare-professionals,,,no-original-landing
oecd-navigator-2496,oecd-navigator,Regional Artificial Intelligence Initiative (RAII),2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/regional-artificial-intelligence-initiative-raii,,,no-original-landing
oecd-navigator-2224,oecd-navigator,Recommendations on the Responsible Use of AI: Issues of Intellectual Property Law,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/recommendations-on-the-responsible-use-of-ai-issues-of-intellectual-property-law,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiOpYPX56WQAxUDUqQEHdilBcEQFnoECAsQAQ&url=https%3A%2F%2Fnipo.gov.ua%2Fwp-content%2Fuploads%2F2025%2F01%2FRekomendatsii%25CC%2588_shchodo_ShI_ta_IV.pdf&usg=AOvVaw3zpy5AfPA0_E4Lr_seKGHp&opi=89978449,,no-original-landing
oecd-navigator-52,oecd-navigator,"Readiness Assessment Methodology (RAM) for the AI ""Ethical Framework""",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/readiness-assessment-methodology-ram-for-the-ai-ethical-framework-3399,,,no-original-landing
oecd-navigator-1579,oecd-navigator,Programme for the development of AI skills,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/programme-for-the-development-of-ai-skills,,,no-original-landing
oecd-navigator-676,oecd-navigator,Predictive Analysis from Open Data in Justice and Information Sources from Different Areas,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/predictive-analysis-from-open-data-in-justice-and-information-sources-from-different-areas-8472,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27461,,no-original-landing
oecd-navigator-2290,oecd-navigator,Policy for the responsible use of AI in government,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/policy-for-the-responsible-use-of-ai-in-government,,,no-original-landing
oecd-navigator-1401,oecd-navigator,P2 subsidies for start-ups,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/p2-subsidies-for-start-ups,,,no-original-landing
oecd-navigator-645,oecd-navigator,Optimization of Digital Services Provided by the Tax and Customs Authority,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/optimization-of-digital-services-provided-by-the-tax-and-customs-authority-3198,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27449,,no-original-landing
oecd-navigator-1441,oecd-navigator,Operation “Digital Skills”,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/operation-digital-skills,,,no-original-landing
oecd-navigator-2146,oecd-navigator,National-Level Deliberations on Draft Legislation as part of the EU AI4Deliberation project,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-level-deliberations-on-draft-legislation-as-part-of-the-eu-ai4deliberation-project,,,no-original-landing
oecd-navigator-1583,oecd-navigator,National Plan on Vulnerable Collectives,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-plan-on-vulnerable-collectives,,,no-original-landing
oecd-navigator-229,oecd-navigator,National Framework for Standardisation and Implementation of AI,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-framework-for-standardisation-and-implementation-of-ai-5617,,,no-original-landing
oecd-navigator-2031,oecd-navigator,National Action Plan on the Digital Decade for Romania,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-action-plan-on-the-digital-decade-for-romania,,,no-original-landing
oecd-navigator-93,oecd-navigator,"Leveraging the potential of AI in the direct holdings of the Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology and other legal entities",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/leveraging-the-potential-of-ai-in-the-direct-holdings-of-the-federal-ministry-for-climate-action-environment-energy-mobility-innovation-and-technology-and-other-legal-entities-6901,,,no-original-landing
oecd-navigator-1817,oecd-navigator,LIFE,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/life,,,no-original-landing
oecd-navigator-1797,oecd-navigator,Institutional and Coordination Framework for Digital Transformation,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/institutional-and-coordination-framework-for-digital-transformation,,,no-original-landing
oecd-navigator-641,oecd-navigator,Increase in the Use of Portuguese Ports in the Entry and Exit of Goods,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/increase-in-the-use-of-portuguese-ports-in-the-entry-and-exit-of-goods-1970,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27448,,no-original-landing
oecd-navigator-614,oecd-navigator,Identification of Patterns in the Rustic Property in Portugal,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/identification-of-patterns-in-the-rustic-property-in-portugal-9309,The initiative has the following objectives:   - Identify patterns and conduct predictive analysis to assess the probability of physical distribution of property parcels within the rural area,,no-original-landing
oecd-navigator-622,oecd-navigator,Identification of Patterns Leading to the Minimization of Illegal Fishing,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/identification-of-patterns-leading-to-the-minimization-of-illegal-fishing-7895,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27451,,no-original-landing
oecd-navigator-2063,oecd-navigator,Health Data Lake,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/health-data-lake,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwis4-O7m86OAxW-KvsDHatKH9oQFnoECCMQAQ&url=https%3A%2F%2Fwww.digitalhealthportugal.eu%2F&usg=AOvVaw3PksTDo98PX9zybYM2wuyc&opi=89978449,,no-original-landing
oecd-navigator-2593,oecd-navigator,Guidance on Government use of Public Generative AI Tools,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/guidance-on-government-use-of-public-generative-ai-tools,,,no-original-landing
oecd-navigator-1391,oecd-navigator,Gravity and Strategic projects,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/gravity-and-strategic-projects,,,no-original-landing
oecd-navigator-2581,oecd-navigator,Grant Connect – Web Reporting,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/grant-connect-web-reporting,,,no-original-landing
oecd-navigator-2114,oecd-navigator,Government Council for Information Society ­– Working Group for Cloud Computing,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/government-council-for-information-society-­-working-group-for-cloud-computing,,,no-original-landing
oecd-navigator-2228,oecd-navigator,Glossary of Terms on AI,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/glossary-of-terms-on-ai,,,no-original-landing
oecd-navigator-2242,oecd-navigator,"General Short-Term Professional Development Program ""Fundamentals of Artificial Intelligence for Public Servants""",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/general-short-term-professional-development-program-fundamentals-of-artificial-intelligence-for-public-servants,,,no-original-landing
oecd-navigator-1873,oecd-navigator,Experimental Regulatory Environments for AI ,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/experimental-regulatory-environments-for-ai,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiypa651NWOAxWVUKQEHWbACNgQFnoECAwQAQ&url=https%3A%2F%2Feur-lex.europa.eu%2Feli%2Freg%2F2024%2F1689%2Foj%2Feng&usg=AOvVaw1ovo02NdbZ_BQUNbvTFkpT&opi=89978449,,no-original-landing
oecd-navigator-152,oecd-navigator,Ensuring an Appropriate Legal Framework for AI in Healthcare,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ensuring-an-appropriate-legal-framework-for-ai-in-healthcare-2975,,,no-original-landing
oecd-navigator-28,oecd-navigator,Digital Transformation and Telecommunications Agency,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/digital-transformation-and-telecommunications-agency-3300,,,no-original-landing
oecd-navigator-1480,oecd-navigator,Digital Culture Curriculum,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/digital-culture-curriculum,,,no-original-landing
oecd-navigator-601,oecd-navigator,"Development of algorithms that Enable the Analysis and Control of Waste Management, Using Pattern Analysis and Artificial Intelligence",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/development-of-algorithms-that-enable-the-analysis-and-control-of-waste-management-using-pattern-analysis-and-artificial-intelligence-8756,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27455,,no-original-landing
oecd-navigator-1834,oecd-navigator,Development of a new big data-driven overhead power grid pre-storm damage prediction system,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/development-of-a-new-big-data-driven-overhead-power-grid-pre-storm-damage-prediction-system,,,no-original-landing
oecd-navigator-456,oecd-navigator,Detection of fraud in sick leave in the Education sector,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/detection-of-fraud-in-sick-leave-in-the-education-sector-2428,,,no-original-landing
oecd-navigator-458,oecd-navigator,Detection of Marine Litter and Control of Its Dispersal,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/detection-of-marine-litter-and-control-of-its-dispersal-8543,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27452,,no-original-landing
oecd-navigator-1362,oecd-navigator,Centre of Excellence for AI R&D,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/centre-of-excellence-for-ai-randd,,,no-original-landing
oecd-navigator-2152,oecd-navigator,Capacity building for Civil and Public Servants,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/capacity-building-for-civil-and-public-servants,,,no-original-landing
oecd-navigator-1551,oecd-navigator,Baltic first AI Hackathon,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/baltic-first-ai-hackathon,,,no-original-landing
oecd-navigator-1790,oecd-navigator,Ancient Woodlands Ireland project,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ancient-woodlands-ireland-project,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwj0_OP3lt-OAxVKU6QEHdqsGEkQFnoECBUQAQ&url=https%3A%2F%2Fwww.ancientwoodlandsireland.com%2F&usg=AOvVaw2DWDtkylFwSR_BO7X6YE9v&opi=89978449,,no-original-landing
oecd-navigator-2071,oecd-navigator,Analytical AI platform to support draft legislation,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/analytical-ai-platform-to-support-draft-legislation,,,no-original-landing
oecd-navigator-2376,oecd-navigator,ASEAN Guide on AI Governance and Ethics,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/asean-guide-on-ai-governance-and-ethics,,,no-original-landing
oecd-navigator-2576,oecd-navigator,AI-Enabled Government Services Modernisation (Alberta) (Subnational: Alberta),2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-enabled-government-services-modernisation-alberta-subnational-alberta,,,no-original-landing
oecd-navigator-2167,oecd-navigator,AI in the evaluation of EU projects,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-in-the-evaluation-of-eu-projects,,,no-original-landing
oecd-navigator-1291,oecd-navigator,AI factory - Pharos,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-factory-pharos-6193,,,no-original-landing
oecd-navigator-1420,oecd-navigator,AI Radar,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-radar,,,no-original-landing
oecd-navigator-2135,oecd-navigator,"AI Plattform ""KIPITZ”",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-plattform-kipitz,,,no-original-landing
oecd-navigator-2133,oecd-navigator,AI Marketplace for Opportunities,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-marketplace-for-opportunities,,,no-original-landing
oecd-navigator-197,oecd-navigator,AI Labeling,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-labeling-2132,,,no-original-landing
oecd-navigator-2087,oecd-navigator,AI Framework Guiding Statements,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-framework-guiding-statements,,,no-original-landing
oecd-navigator-2170,oecd-navigator,AI Ecosystem in Social and Health Services (SOTE),2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-ecosystem-in-social-and-health-services-sote,,,no-original-landing
oecd-navigator-1254,oecd-navigator,AI Directory,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-directory-3984,,,no-original-landing
oecd-navigator-111,oecd-navigator,AI Defence Strategy,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-defence-strategy-1691,,,no-original-landing
oecd-navigator-2580,oecd-navigator,AI Consultation Summary,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-consultation-summary,,,no-original-landing
oecd-navigator-1654,oecd-navigator,A12 traffic forecaster,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/a12-traffic-forecaster,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiZnurL2_aPAxUYV6QEHRuDMW0QFnoECBcQAQ&url=https%3A%2F%2Fnumerico.tech%2Fcase%2F&usg=AOvVaw1beBKmob7ZDb-gx1dxQ9xM&opi=89978449,,no-original-landing
oecd-navigator-1598,oecd-navigator,Web-based advice on AI in education,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/web-based-advice-on-ai-in-education,,,no-original-landing
oecd-navigator-2090,oecd-navigator,VELES Excellence Hub,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/veles-excellence-hub,,,no-original-landing
oecd-navigator-1561,oecd-navigator,Training of Professional and Managerial Staff in Education,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-of-professional-and-managerial-staff-in-education,,,no-original-landing
oecd-navigator-1535,oecd-navigator,Training for children and young people to strengthen digital competences and to promote natural sciences and technical professions,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-for-children-and-young-people-to-strengthen-digital-competences-and-to-promote-and-promote-natural-sciences-and-technical-professions,,,no-original-landing
oecd-navigator-425,oecd-navigator,The Digital Personal Data Protection Act,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/the-digital-personal-data-protection-act-3621,,,no-original-landing
oecd-navigator-69,oecd-navigator,Technology committee within the framework of the National System of Competitiveness and Innovation.,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/technology-committee-within-the-framework-of-the-national-system-of-competitiveness-and-innovation-1257,,,no-original-landing
oecd-navigator-162,oecd-navigator,"Teaching Materials on AI Eduthek, digi.case",2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/teaching-materials-on-ai-eduthek-digicase-5365,,,no-original-landing
oecd-navigator-2055,oecd-navigator,SNOMED CT and Semantic Interoperability,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/snomed-ct-and-semantic-interoperability,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjNyvKr9M2OAxWdcKQEHeagIa0QFnoECBUQAQ&url=https%3A%2F%2Fconfluence.ihtsdotools.org%2Fdisplay%2FDOCGLOSS%2Fsemantic%2Binteroperability&usg=AOvVaw3TycFRQXLBN1O95TBcm_TA&opi=89978449,,no-original-landing
oecd-navigator-1337,oecd-navigator,SDAIA - KAUST Summer Program ,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/sdaia-kaust-center-of-excellence-in-data-science-and-artificial-intelligence,,,no-original-landing
oecd-navigator-2231,oecd-navigator,Roadmap for AI Regulation in Ukraine: A Bottom-Up Approach,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/roadmap-for-ai-regulation-in-ukraine-a-bottom-up-approach,,,no-original-landing
