id,collection,collection_name,date,category,org,title,page_url,source_urls,document_name,body
iaae-ethics-53452713,iaae-ethics,IAAE 연구자료실,2024-07-30,서울시교육청,서울시교육청,[서울시교육청] 학교급별 생성형 AI 활용 지침,https://iaae.ai/research/?bmode=view&idx=53452713,https://www.globalict.kr/intro/notice.do?menuCode=010200&boardno=1&datano=819,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 서울시교육청 홈페이지[자료제목] 학교급별 생성형 AI 활용 지침""/>
자료출처] 서울시교육청 홈페이지[자료제목] 학교급별 생성형 AI 활용 지침""/>
자료제목] 학교급별 생성형 AI 활용 지침""/>"
iaae-ethics-25481759,iaae-ethics,IAAE 연구자료실,2024-06-02,한국일보,한국일보,[한국일보] 생성형 AI 활용 준칙,https://iaae.ai/research/?bmode=view&idx=25481759,https://www.hankookilbo.com/Notice/Read/150,,"자세한 내용은 아래 내용을 확인하시기 바랍니다.[자료출처] 한국일보 홈페이지(https://www.hankookilbo.com/Notice/Read/150)[자료제목] 한국일보 생성형 AI 활용 준칙[한국일보 생성형 AI 활용 준칙]생성형 인공지능(AI)은 뉴스의 생산과 유통, 저널리즘 이론과 실천에 변화를 가져올 전환점이다. 이 혁신적 도구는 워드, 디지털카메라, 컴
자료출처] 한국일보 홈페이지(https://www.hankookilbo.com/Notice/Read/150)[자료제목] 한국일보 생성형 AI 활용 준칙[한국일보 생성형 AI 활용 준칙]생성형 인공지능(AI)은 뉴스의 생산과 유통, 저널리즘 이론과 실천에 변화를 가져올 전환점이다. 이 혁신적 도구는 워드, 디지털카메라, 컴퓨터 조판이 그러했듯 언론 업무를 개선하고 효율화할 것이나 정확성, 다양성, 독립성과 같은 저널리즘 가치는 그와 무관하게 지켜져야 한다. 한국일보는 더 나은 정보 수집과 가공, 소통, 생산성 향상을 위해 생성형 AI를 실험
자료제목] 한국일보 생성형 AI 활용 준칙[한국일보 생성형 AI 활용 준칙]생성형 인공지능(AI)은 뉴스의 생산과 유통, 저널리즘 이론과 실천에 변화를 가져올 전환점이다. 이 혁신적 도구는 워드, 디지털카메라, 컴퓨터 조판이 그러했듯 언론 업무를 개선하고 효율화할 것이나 정확성, 다양성, 독립성과 같은 저널리즘 가치는 그와 무관하게 지켜져야 한다. 한국일보는 더"
iaae-ethics-24228918,iaae-ethics,IAAE 연구자료실,2024-05-26,AI 서울 정상회의,AI 서울 정상회의,[AI 서울 정상회의] 서울 선언 및 의향서,https://iaae.ai/research/?bmode=view&idx=24228918,https://aiseoulsummit.kr/kor/press/?uid=41&mod=document&pageid=1,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] AI 서울 정상회의 홈페이지 (https://aiseoulsummit.kr/kor/press/?uid=41&mod=document&pageid=1)[자료제목] AI 서울 정상회의 서울 선언 및 의향서""/>
자료출처] AI 서울 정상회의 홈페이지 (https://aiseoulsummit.kr/kor/press/?uid=41&mod=document&pageid=1)[자료제목] AI 서울 정상회의 서울 선언 및 의향서""/>
자료제목] AI 서울 정상회의 서울 선언 및 의향서""/>"
iaae-ethics-19268390,iaae-ethics,IAAE 연구자료실,2024-04-03,AI SAFETY SUMMIT,AI SAFETY SUMMIT,[AI SAFETY SUMMIT] The Bletchley Declaration,https://iaae.ai/research/?bmode=view&idx=19268390,https://www.globalict.kr/intro/notice.do?menuCode=010200&boardno=1&datano=819,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] NIPA 글로벌ICT포털 홈페이지 (https://www.globalict.kr/intro/notice.do?menuCode=010200&boardno=1&datano=819)[자료제목] AI SAFETY SUMMIT The Bletchley Declaration""/>
자료출처] NIPA 글로벌ICT포털 홈페이지 (https://www.globalict.kr/intro/notice.do?menuCode=010200&boardno=1&datano=819)[자료제목] AI SAFETY SUMMIT The Bletchley Declaration""/>
자료제목] AI SAFETY SUMMIT The Bletchley Declaration""/>"
iaae-ethics-18438935,iaae-ethics,IAAE 연구자료실,2024-03-14,유럽연합,유럽연합,[유럽연합] AI ACT (세계 최초 AI법),https://iaae.ai/research/?bmode=view&idx=18438935,https://sdf.seoul.kr/press/2272,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] EU 집행위원회 홈페이지[자료제목] 유럽연합, AI ACT""/>
자료출처] EU 집행위원회 홈페이지[자료제목] 유럽연합, AI ACT""/>
자료제목] 유럽연합, AI ACT""/>"
iaae-ethics-17442001,iaae-ethics,IAAE 연구자료실,2024-01-02,한국저작권위원회,한국저작권위원회,[한국저작권위원회] 생성형 AI 저작권 안내서,https://iaae.ai/research/?bmode=view&idx=17442001,https://sdf.seoul.kr/press/2272,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 한국저작권위원회[자료제목] 한국저작권위원회, 생성형 AI 저작권 안내서""/>
자료출처] 한국저작권위원회[자료제목] 한국저작권위원회, 생성형 AI 저작권 안내서""/>
자료제목] 한국저작권위원회, 생성형 AI 저작권 안내서""/>"
iaae-ethics-17433008,iaae-ethics,IAAE 연구자료실,2024-01-01,한국지능정보사회진흥원(NIA),한국지능정보사회진흥원(NIA),[한국지능정보사회진흥원(NIA)] 생성형 AI윤리 가이드북,https://iaae.ai/research/?bmode=view&idx=17433008,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=39485&bcIdx=26195&parentSeq=26195,,"자세한 내용은 아래 홈페이지를 방문하시거나 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 한국지능정보사회진흥원 홈페이지 (https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=39485&bcIdx=26195&parentSeq=26195)[자료제목] 한국지능정보사회진흥원(NIA), 생성형 AI윤리 가이드북""/>
자료출처] 한국지능정보사회진흥원 홈페이지 (https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=39485&bcIdx=26195&parentSeq=26195)[자료제목] 한국지능정보사회진흥원(NIA), 생성형 AI윤리 가이드북""/>
자료제목] 한국지능정보사회진흥원(NIA), 생성형 AI윤리 가이드북""/>"
iaae-ethics-17397748,iaae-ethics,IAAE 연구자료실,2023-12-28,세일즈포스,세일즈포스,[세일즈포스] 생성형 AI: 책임 있는 개발을 위한 5가지 지침,https://iaae.ai/research/?bmode=view&idx=17397748,https://www.salesforce.com/kr/hub/crm/generative-ai-guidelines/,,"자세한 내용은 아래 홈페이지를 방문하시기 바랍니다.[자료출처] 세일즈포스 홈페이지 (https://www.salesforce.com/kr/hub/crm/generative-ai-guidelines/)[자료제목] 세일즈포스, 생성형 AI: 책임 있는 개발을 위한 5가지 지침""/>
자료출처] 세일즈포스 홈페이지 (https://www.salesforce.com/kr/hub/crm/generative-ai-guidelines/)[자료제목] 세일즈포스, 생성형 AI: 책임 있는 개발을 위한 5가지 지침""/>
자료제목] 세일즈포스, 생성형 AI: 책임 있는 개발을 위한 5가지 지침""/>"
iaae-ethics-17385330,iaae-ethics,IAAE 연구자료실,2023-12-27,인터넷신문윤리위원회,인터넷신문윤리위원회,[인터넷신문윤리위원회] AI 활용 언론윤리 가이드라인,https://iaae.ai/research/?bmode=view&idx=17385330,https://sdf.seoul.kr/press/2272,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 인터넷신문윤리위원회 홈페이지[자료제목] 인터넷신문윤리위원회, AI 활용 언론윤리 가이드라인""/>
자료출처] 인터넷신문윤리위원회 홈페이지[자료제목] 인터넷신문윤리위원회, AI 활용 언론윤리 가이드라인""/>
자료제목] 인터넷신문윤리위원회, AI 활용 언론윤리 가이드라인""/>"
iaae-ethics-17385304,iaae-ethics,IAAE 연구자료실,2023-12-27,과학기술정보통신부,과학기술정보통신부,[과학기술정보통신부] 메타버스 실천 윤리,https://iaae.ai/research/?bmode=view&idx=17385304,https://sdf.seoul.kr/press/2272,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 과기부 홈페이지[자료제목] 과학기술정보통신부, 메타버스 실천 윤리""/>
자료출처] 과기부 홈페이지[자료제목] 과학기술정보통신부, 메타버스 실천 윤리""/>
자료제목] 과학기술정보통신부, 메타버스 실천 윤리""/>"
iaae-ethics-17154573,iaae-ethics,IAAE 연구자료실,2023-12-06,유네스코,유네스코,[유네스코] Ethical Impact Assessment: A Tool of the Recommendation on the Ethics of AI,https://iaae.ai/research/?bmode=view&idx=17154573,https://www.unesco.org/en/articles/ethical-impact-assessment-tool-recommendation-ethics-artificial-intelligence,,"자료출처] 유네스코 해당 자료 게재 홈페이지 (https://www.unesco.org/en/articles/ethical-impact-assessment-tool-recommendation-ethics-artificial-intelligence)[자료제목] 유네스코, Ethical Impact Assessment: A Tool of the Recommendation on the Ethics of AI""/>
자료제목] 유네스코, Ethical Impact Assessment: A Tool of the Recommendation on the Ethics of AI""/>"
iaae-ethics-16870867,iaae-ethics,IAAE 연구자료실,2023-11-13,서울디지털재단,서울디지털재단,[서울디지털재단] 서울시 생성형 AI 윤리 가이드라인,https://iaae.ai/research/?bmode=view&idx=16870867,https://sdf.seoul.kr/press/2272,,"자세한 내용은 홈페이지를 방문하시거나 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 서울디지털재단 홈페이지 (https://sdf.seoul.kr/press/2272)[자료제목] 서울디지털재단 서울시 생성형 AI 윤리 가이드라인""/>
자료출처] 서울디지털재단 홈페이지 (https://sdf.seoul.kr/press/2272)[자료제목] 서울디지털재단 서울시 생성형 AI 윤리 가이드라인""/>
자료제목] 서울디지털재단 서울시 생성형 AI 윤리 가이드라인""/>"
iaae-ethics-16798035,iaae-ethics,IAAE 연구자료실,2023-11-06,G7,G7,[G7] Hiroshima Process International Code of Conduct for Organizations Developing Advanced AI Systems,https://iaae.ai/research/?bmode=view&idx=16798035,https://digital-strategy.ec.europa.eu/en/library/g7-leaders-statement-hiroshima-ai-process?utm_source=newsletter.futureoflife.org&utm_medium=newsletter&utm_campaign=future-of-life-institute-newsletter-everyone-s-finally-talking-about-ai-safety,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] EU집행위원회 홈페이지 (https://digital-strategy.ec.europa.eu/en/library/g7-leaders-statement-hiroshima-ai-process?utm_source=newsletter.futureoflife.org&utm_medium=newsletter&utm_c
자료출처] EU집행위원회 홈페이지 (https://digital-strategy.ec.europa.eu/en/library/g7-leaders-statement-hiroshima-ai-process?utm_source=newsletter.futureoflife.org&utm_medium=newsletter&utm_campaign=future-of-life-institute-newsletter-everyone-s-finally-talking-about-ai-safety)[자료제목] G7, Hiroshima Process Internation
자료제목] G7, Hiroshima Process International Code of Conduct for Organizations Developing Advanced AI Systems""/>"
iaae-ethics-16798008,iaae-ethics,IAAE 연구자료실,2023-11-06,G7,G7,[G7] Hiroshima Process International Guiding Principles for Organizations Developing Advanced AI system,https://iaae.ai/research/?bmode=view&idx=16798008,https://digital-strategy.ec.europa.eu/en/library/g7-leaders-statement-hiroshima-ai-process?utm_source=newsletter.futureoflife.org&utm_medium=newsletter&utm_campaign=future-of-life-institute-newsletter-everyone-s-finally-talking-about-ai-safety,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] EU집행위원회 홈페이지 (https://digital-strategy.ec.europa.eu/en/library/g7-leaders-statement-hiroshima-ai-process?utm_source=newsletter.futureoflife.org&utm_medium=newsletter&utm_c
자료출처] EU집행위원회 홈페이지 (https://digital-strategy.ec.europa.eu/en/library/g7-leaders-statement-hiroshima-ai-process?utm_source=newsletter.futureoflife.org&utm_medium=newsletter&utm_campaign=future-of-life-institute-newsletter-everyone-s-finally-talking-about-ai-safety)[자료제목] G7, Hiroshima Process Internation
자료제목] G7, Hiroshima Process International Guiding Principles for Organizations Developing Advanced AI system""/>"
iaae-ethics-16768380,iaae-ethics,IAAE 연구자료실,2023-11-03,유네스코,유네스코,[유네스코] ChatGPT and AI in higher education Quick Start Guide,https://iaae.ai/research/?bmode=view&idx=16768380,https://www.iesalc.unesco.org/wp-content/uploads/2023/04/ChatGPT-and-Artificial-Intelligence-in-higher-education-Quick-Start-guide_EN_FINAL.pdf,,"자세한 내용은 유네스코 홈페이지를 방문하시거나 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 유네스코 해당 자료 게재 홈페이지 (https://www.iesalc.unesco.org/wp-content/uploads/2023/04/ChatGPT-and-Artificial-Intelligence-in-higher-education-Quick-Start-guide_EN
자료출처] 유네스코 해당 자료 게재 홈페이지 (https://www.iesalc.unesco.org/wp-content/uploads/2023/04/ChatGPT-and-Artificial-Intelligence-in-higher-education-Quick-Start-guide_EN_FINAL.pdf)[자료제목] 유네스코, ChatGPT and AI in higher education Quick Start Guide""/>
자료제목] 유네스코, ChatGPT and AI in higher education Quick Start Guide""/>"
iaae-ethics-16728616,iaae-ethics,IAAE 연구자료실,2023-10-30,Anthropic,Anthropic,[Anthropic] Constitutional AI,https://iaae.ai/research/?bmode=view&idx=16728616,https://arxiv.org/abs/2212.08073,,"자세한 내용은 ArXiv 홈페이지를 방문하시거나 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] ArXiv 해당 자료 게재 홈페이지 (https://arxiv.org/abs/2212.08073)[자료제목] Anthropic, Constitutional AI""/>
자료출처] ArXiv 해당 자료 게재 홈페이지 (https://arxiv.org/abs/2212.08073)[자료제목] Anthropic, Constitutional AI""/>
자료제목] Anthropic, Constitutional AI""/>"
iaae-ethics-16447967,iaae-ethics,IAAE 연구자료실,2023-09-26,과학기술정보통신부,과학기술정보통신부,[과학기술정보통신부] 디지털 권리 장전,https://iaae.ai/research/?bmode=view&idx=16447967,https://www.msit.go.kr/bbs/view.do?sCode=&mId=113&mPid=238&pageIndex=&bbsSeqNo=94&nttSeqNo=3183520&searchOpt=ALL&searchTxt=,,"자세한 내용은 홈페이지를 방문하시거나 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 과학기술정보통신부 홈페이지 (https://www.msit.go.kr/bbs/view.do?sCode=&mId=113&mPid=238&pageIndex=&bbsSeqNo=94&nttSeqNo=3183520&searchOpt=ALL&searchTxt=)[자료제목] 과학기술정보통신부 디
자료출처] 과학기술정보통신부 홈페이지 (https://www.msit.go.kr/bbs/view.do?sCode=&mId=113&mPid=238&pageIndex=&bbsSeqNo=94&nttSeqNo=3183520&searchOpt=ALL&searchTxt=)[자료제목] 과학기술정보통신부 디지털 권리 장전""/>
자료제목] 과학기술정보통신부 디지털 권리 장전""/>"
iaae-ethics-16227302,iaae-ethics,IAAE 연구자료실,2023-09-04,한국인터넷자율정책기구,한국인터넷자율정책기구,[한국인터넷자율정책기구] 챗봇 윤리 원칙,https://iaae.ai/research/?bmode=view&idx=16227302,https://www.kiso.or.kr/kiso-%ec%86%8c%ec%8b%9d/%eb%b3%b4%eb%8f%84%ec%9e%90%eb%a3%8c/?mod=document&uid=1400 | https://www.kiso.or.kr/kiso-%EC%86%8C%EC%8B%9D/%EB%B3%B4%EB%8F%84%EC%9E%90%EB%A3%8C/?mod=document&uid=1400,,"자세한 내용은 홈페이지를 방문하시거나 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 한국인터넷자율정책기구 홈페이지 (https://www.kiso.or.kr/kiso-%ec%86%8c%ec%8b%9d/%eb%b3%b4%eb%8f%84%ec%9e%90%eb%a3%8c/?mod=document&uid=1400)[자료제목] 한국인터넷자율정책기구 챗봇 윤리 원칙""/>
자료출처] 한국인터넷자율정책기구 홈페이지 (https://www.kiso.or.kr/kiso-%ec%86%8c%ec%8b%9d/%eb%b3%b4%eb%8f%84%ec%9e%90%eb%a3%8c/?mod=document&uid=1400)[자료제목] 한국인터넷자율정책기구 챗봇 윤리 원칙""/>
자료제목] 한국인터넷자율정책기구 챗봇 윤리 원칙""/>"
iaae-ethics-15645681,iaae-ethics,IAAE 연구자료실,2023-07-07,국가기술표준원,국가기술표준원,[국가기술표준원] 인공지능(AI) 윤리 점검 서식 KS 구성 항목,https://iaae.ai/research/?bmode=view&idx=15645681,https://www.kats.go.kr/content.do?cmsid=240&cid=23800&mode=view,,"자세한 내용은 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 국가기술표준 홈페이지 (https://www.kats.go.kr/content.do?cmsid=240&cid=23800&mode=view)[자료제목] 국가기술표준원 인공지능(AI) 윤리 점검 서식 KS 구성 항목""/>
자료출처] 국가기술표준 홈페이지 (https://www.kats.go.kr/content.do?cmsid=240&cid=23800&mode=view)[자료제목] 국가기술표준원 인공지능(AI) 윤리 점검 서식 KS 구성 항목""/>
자료제목] 국가기술표준원 인공지능(AI) 윤리 점검 서식 KS 구성 항목""/>"
iaae-ethics-15578400,iaae-ethics,IAAE 연구자료실,2023-06-30,국가사이버안보센터,국가사이버안보센터,[국가사이버안보센터] 챗GPT 등 생성형 AI 활용 보안 가이드라인,https://iaae.ai/research/?bmode=view&idx=15578400,https://www.ncsc.go.kr:4018/main/cop/bbs/selectBoardArticle.do?bbsId=InstructionGuide_main&nttId=54340&menuNo=070000&subMenuNo=070300&thirdMenuNo=#LINK,,"자세한 내용은 출처 링크를 확인 또는 첨부된 자료를 다운로드하시기 바랍니다.[자료출처] 국가사이버안보센 홈페이지 (https://www.ncsc.go.kr:4018/main/cop/bbs/selectBoardArticle.do?bbsId=InstructionGuide_main&nttId=54340&menuNo=070000&subMenuNo=070300&thirdMen
자료출처] 국가사이버안보센 홈페이지 (https://www.ncsc.go.kr:4018/main/cop/bbs/selectBoardArticle.do?bbsId=InstructionGuide_main&nttId=54340&menuNo=070000&subMenuNo=070300&thirdMenuNo=#LINK)[자료제목] 국가사이버안보센터 챗GPT 등 생성형 AI 활용 보안 가이드라인""/>
자료제목] 국가사이버안보센터 챗GPT 등 생성형 AI 활용 보안 가이드라인""/>"
iaae-ethics-15458418,iaae-ethics,IAAE 연구자료실,2023-06-17,세종대학교,세종대학교,[세종대학교] 생성형 AI  교수 학습 기본 활용 가이드라인,https://iaae.ai/research/?bmode=view&idx=15458418,http://board.sejong.ac.kr/boardview.do?pkid=160936¤tPage=1&searchField=ALL&siteGubun=19&menuGubun=1&bbsConfigFK=335&searchLowItem=ALL&searchValue=,,"자세한 내용은 출처 링크를 확인하시기 바랍니다.[자료출처] 세종대학교 홈페이지 (http://board.sejong.ac.kr/boardview.do?pkid=160936&currentPage=1&searchField=ALL&siteGubun=19&menuGubun=1&bbsConfigFK=335&searchLowItem=ALL&searchValue=)[자료제목] 세종
자료출처] 세종대학교 홈페이지 (http://board.sejong.ac.kr/boardview.do?pkid=160936&currentPage=1&searchField=ALL&siteGubun=19&menuGubun=1&bbsConfigFK=335&searchLowItem=ALL&searchValue=)[자료제목] 세종대학교 생성형 AI 교수 학습 기본 활용 가이드라인""/>
자료제목] 세종대학교 생성형 AI 교수 학습 기본 활용 가이드라인""/>"
iaae-ethics-15426061,iaae-ethics,IAAE 연구자료실,2023-06-14,중앙대학교,중앙대학교,[중앙대학교] 생성형AI 활용 가이드라인,https://iaae.ai/research/?bmode=view&idx=15426061,https://www.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=2730,,"자세한 내용은 출처 링크를 확인하시기 바랍니다.[자료출처] 중앙대학교 홈페이지 (https://www.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=2730)[자료제목] 중앙대학교 생성형AI 활용 가이드라인""/>
자료출처] 중앙대학교 홈페이지 (https://www.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=2730)[자료제목] 중앙대학교 생성형AI 활용 가이드라인""/>
자료제목] 중앙대학교 생성형AI 활용 가이드라인""/>"
iaae-ethics-15397991,iaae-ethics,IAAE 연구자료실,2023-06-11,유럽연합 집행위원회,유럽연합 집행위원회,[유럽연합 집행위원회] Ethical guidelines on the use of artificial intelligence and data in teaching and learning for educators,https://iaae.ai/research/?bmode=view&idx=15397991,https://school-education.ec.europa.eu/en/insights/news/ethical-guidelines-use-artificial-intelligence-and-data,,"자세한 내용은 첨부파일을 다운로드 받으시기 바랍니다.[자료출처] 유럽연합 집행위원회 홈페이지 (https://school-education.ec.europa.eu/en/insights/news/ethical-guidelines-use-artificial-intelligence-and-data)[자료제목] 유럽연합 집행위원회, Ethical guidelines on th
자료출처] 유럽연합 집행위원회 홈페이지 (https://school-education.ec.europa.eu/en/insights/news/ethical-guidelines-use-artificial-intelligence-and-data)[자료제목] 유럽연합 집행위원회, Ethical guidelines on the use of artificial intelligence and data in teaching and learning for educators""/>
자료제목] 유럽연합 집행위원회, Ethical guidelines on the use of artificial intelligence and data in teaching and learning for educators""/>"
iaae-ethics-14995886,iaae-ethics,IAAE 연구자료실,2023-04-26,한국지능정보사회진흥원(NIA),한국지능정보사회진흥원(NIA),[한국지능정보사회진흥원(NIA)] 2022 한국인터넷백서,https://iaae.ai/research/?bmode=view&idx=14995886,https://nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=99871&bcIdx=25447&parentSeq=25447,,"자세한 내용은 첨부파일을 다운로드 받으시기 바랍니다.[자료출처] NIA 홈페이지 (https://nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=99871&bcIdx=25447&parentSeq=25447)[자료제목] 한국지능정보사회진흥원 2022 인터넷백서 ""/>
자료출처] NIA 홈페이지 (https://nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=99871&bcIdx=25447&parentSeq=25447)[자료제목] 한국지능정보사회진흥원 2022 인터넷백서 ""/>
자료제목] 한국지능정보사회진흥원 2022 인터넷백서 ""/>"
iaae-ethics-14650700,iaae-ethics,IAAE 연구자료실,2023-04-03,한국정보통신기술협회(TTA),한국정보통신기술협회(TTA),[한국정보통신기술협회(TTA)] 2022 신뢰할 수 있는 인공지능 개발 안내서(안),https://iaae.ai/research/?bmode=view&idx=14650700,https://metaxseoul.com/pages/principles,,"자세한 내용은 첨부파일을 다운로드 받으시기 바랍니다.[자료출처] 한국정보통신기술협회 홈페이지[자료제목] 한국정보통신기술협회 2022 신뢰할 수 있는 인공지능 개발 안내서(안)""/>
자료출처] 한국정보통신기술협회 홈페이지[자료제목] 한국정보통신기술협회 2022 신뢰할 수 있는 인공지능 개발 안내서(안)""/>
자료제목] 한국정보통신기술협회 2022 신뢰할 수 있는 인공지능 개발 안내서(안)""/>"
iaae-ethics-14551391,iaae-ethics,IAAE 연구자료실,2023-03-23,국민대학교,국민대학교,[국민대학교] 국민 인공지능 윤리강령,https://iaae.ai/research/?bmode=view&idx=14551391,https://www.kookmin.ac.kr/comm/menu/user/89bdc36e40697dd8ad9e6cb0d423bc9c/content/index.do,,"자세한 내용은 출처 링크를 확인하시기 바랍니다.[자료출처] 국민대학교 홈페이지 (https://www.kookmin.ac.kr/comm/menu/user/89bdc36e40697dd8ad9e6cb0d423bc9c/content/index.do)[자료제목] 국민대학교 국민 인공지능 윤리강령""/>
자료출처] 국민대학교 홈페이지 (https://www.kookmin.ac.kr/comm/menu/user/89bdc36e40697dd8ad9e6cb0d423bc9c/content/index.do)[자료제목] 국민대학교 국민 인공지능 윤리강령""/>
자료제목] 국민대학교 국민 인공지능 윤리강령""/>"
iaae-ethics-14551357,iaae-ethics,IAAE 연구자료실,2023-03-23,고려대학교,고려대학교,[고려대학교] ChatGPT 활용 가이드라인,https://iaae.ai/research/?bmode=view&idx=14551357,http://www.veritas-a.com/news/articleView.html?idxno=450145,,"자세한 내용은 아래 내용을 확인하시기 바랍니다.[자료출처] 베리타스알파 기사 (http://www.veritas-a.com/news/articleView.html?idxno=450145)[자료제목] 고려대학교 ChatGPT 활용 가이드라인""/>
자료출처] 베리타스알파 기사 (http://www.veritas-a.com/news/articleView.html?idxno=450145)[자료제목] 고려대학교 ChatGPT 활용 가이드라인""/>
자료제목] 고려대학교 ChatGPT 활용 가이드라인""/>"
iaae-ethics-14219472,iaae-ethics,IAAE 연구자료실,2023-02-13,스탠포드대,스탠포드대,[스탠포드대] AI INDEX REPORT 2022,https://iaae.ai/research/?bmode=view&idx=14219472,,,"자세한 내용은 첨부파일을 다운로드 받으시기 바랍니다.[자료출처] Stanford University Human-centered AI Institute[자료제목] AI INDEX REPORT 2022""/>
자료출처] Stanford University Human-centered AI Institute[자료제목] AI INDEX REPORT 2022""/>
자료제목] AI INDEX REPORT 2022""/>"
iaae-ethics-14096500,iaae-ethics,IAAE 연구자료실,2023-01-30,서울디지털재단,서울디지털재단,[서울디지털재단] 메타버스 서울 윤리 가이드,https://iaae.ai/research/?bmode=view&idx=14096500,https://metaxseoul.com/pages/principles,,"자세한 내용은 출처 링크를 확인하시거나 첨부파일을 다운로드 받으시기 바랍니다.[자료출처] 메타버스 서울 윤리 가이드 홈페이지 (https://metaxseoul.com/pages/principles)[자료제목] 서울디지털재단 메타버스 서울 윤리 가이드""/>
자료출처] 메타버스 서울 윤리 가이드 홈페이지 (https://metaxseoul.com/pages/principles)[자료제목] 서울디지털재단 메타버스 서울 윤리 가이드""/>
자료제목] 서울디지털재단 메타버스 서울 윤리 가이드""/>"
iaae-ethics-13557747,iaae-ethics,IAAE 연구자료실,2022-11-28,과기부,과기부,[과기부] 메타버스 윤리 원칙,https://iaae.ai/research/?bmode=view&idx=13557747,https://www.msit.go.kr/bbs/view.do?sCode=user&mPid=112&mId=113&bbsSeqNo=94&nttSeqNo=3182405 | https://www.ms,,"자세한 내용은 출처 링크를 확인하시기 바랍니다.[자료출처] 과기부 홈페이지 (https://www.msit.go.kr/bbs/view.do?sCode=user&mPid=112&mId=113&bbsSeqNo=94&nttSeqNo=3182405)[자료제목] 과기부 메타버스 윤리 원칙""/>
자료출처] 과기부 홈페이지 (https://www.msit.go.kr/bbs/view.do?sCode=user&mPid=112&mId=113&bbsSeqNo=94&nttSeqNo=3182405)[자료제목] 과기부 메타버스 윤리 원칙""/>
자료제목] 과기부 메타버스 윤리 원칙""/>"
iaae-ethics-13479857,iaae-ethics,IAAE 연구자료실,2022-11-18,일 소프트뱅크,일 소프트뱅크,[일 소프트뱅크] SoftBank AI Ethics Policy,https://iaae.ai/research/?bmode=view&idx=13479857,https://www.softbank.jp/en/corp/aboutus/governance/ai-ethics/,,"자세한 내용은 출처 링크를 확인하시기 바랍니다.[자료출처] 소프트뱅크 홈페이지 (https://www.softbank.jp/en/corp/aboutus/governance/ai-ethics/)[자료제목] SoftBank AI Ethics Policy""/>
자료출처] 소프트뱅크 홈페이지 (https://www.softbank.jp/en/corp/aboutus/governance/ai-ethics/)[자료제목] SoftBank AI Ethics Policy""/>
자료제목] SoftBank AI Ethics Policy""/>"
iaae-ethics-13478188,iaae-ethics,IAAE 연구자료실,2022-11-18,한국마사회,한국마사회,[한국마사회] 인공지능 윤리 기준,https://iaae.ai/research/?bmode=view&idx=13478188,http://www.shinailbo.co.kr/news/articleView.html?idxno=1607686,,"자료출처] 신아일보 (http://www.shinailbo.co.kr/news/articleView.html?idxno=1607686)[자료제목] 한국마사회 인공지능 윤리 기준""/>
자료제목] 한국마사회 인공지능 윤리 기준""/>"
iaae-ethics-13415086,iaae-ethics,IAAE 연구자료실,2022-11-11,KB금융그룹,KB금융그룹,[KB금융그룹] AI 윤리 기준,https://iaae.ai/research/?bmode=view&idx=13415086,https://www.kbfg.com/Kor/about/ethics.htm | https://ww,,"자세한 내용은 출처 링크를 확인하시기 바랍니다.[자료출처] KB금융그룹 홈페이지 (https://www.kbfg.com/Kor/about/ethics.htm)[자료제목] KB금융그룹 AI 윤리 기준""/>
자료출처] KB금융그룹 홈페이지 (https://www.kbfg.com/Kor/about/ethics.htm)[자료제목] KB금융그룹 AI 윤리 기준""/>
자료제목] KB금융그룹 AI 윤리 기준""/>"
